Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
3/11/2014,12531447066151.70,4970128971586.31,17501576037738.00,1,2014,2,2014,1,3,11
3/12/2014,12531577864303.10,4959794227295.32,17491372091598.40,1,2014,2,2014,1,3,12
3/13/2014,12550098989139.80,4961362716071.96,17511461705211.80,1,2014,2,2014,1,3,13
3/14/2014,12550392330826.30,4961267264497.66,17511659595323.90,1,2014,2,2014,1,3,14
3/17/2014,12582073130690.40,4964741351388.47,17546814482078.90,1,2014,2,2014,1,3,17
3/18/2014,12580783789308.30,4978276370749.39,17559060160057.70,1,2014,2,2014,1,3,18
3/19/2014,12582504635035.50,4966992678888.08,17549497313923.60,1,2014,2,2014,1,3,19
3/20/2014,12576775520029.10,4970157108528.92,17546932628558.00,1,2014,2,2014,1,3,20
3/21/2014,12577834404936.80,4970372489100.18,17548206894037.00,1,2014,2,2014,1,3,21
3/24/2014,12578349869872.10,4971778280595.30,17550128150467.40,1,2014,2,2014,1,3,24
3/25/2014,12579227209622.70,4976756820294.23,17555984029917.00,1,2014,2,2014,1,3,25
3/26/2014,12580618139482.70,4963461903449.77,17544080042932.50,1,2014,2,2014,1,3,26
3/27/2014,12569570170165.50,4964009645908.60,17533579816074.10,1,2014,2,2014,1,3,27
3/28/2014,12581404702240.30,4972871005824.34,17554275708064.70,1,2014,2,2014,1,3,28
3/31/2014,12619319113193.90,4981908178019.90,17601227291213.80,1,2014,2,2014,1,3,31
4/1/2014,12616878902734.90,4961263017300.74,17578141920035.60,1,2014,3,2014,2,4,1
4/2/2014,12618076922391.80,4967548906805.95,17585625829197.80,1,2014,3,2014,2,4,2
4/3/2014,12602148792037.20,4952629878252.12,17554778670289.30,1,2014,3,2014,2,4,3
4/4/2014,12602378670985.50,4953059042954.71,17555437713940.20,1,2014,3,2014,2,4,4
4/7/2014,12602711081267.60,4956892786628.80,17559603867896.40,1,2014,3,2014,2,4,7
4/8/2014,12603053563358.90,4964021139276.07,17567074702635.00,1,2014,3,2014,2,4,8
4/9/2014,12603223427186.00,4953363631385.79,17556587058571.70,1,2014,3,2014,2,4,9
4/10/2014,12584387729787.80,4954635736707.08,17539023466494.90,1,2014,3,2014,2,4,10
4/11/2014,12584606161716.20,4953996226256.62,17538602387972.80,1,2014,3,2014,2,4,11
4/14/2014,12584711780843.30,4957185208590.40,17541896989433.70,1,2014,3,2014,2,4,14
4/15/2014,12599490259371.70,4977352030443.12,17576842289814.80,1,2014,3,2014,2,4,15
4/16/2014,12600049834858.40,4971787619694.50,17571837454552.90,1,2014,3,2014,2,4,16
4/17/2014,12535406416493.30,4977014717402.82,17512421133896.10,1,2014,3,2014,2,4,17
4/18/2014,12535507625641.10,4981074017925.99,17516581643567.10,1,2014,3,2014,2,4,18
4/21/2014,12536043261969.60,4985374568105.11,17521417830074.70,1,2014,3,2014,2,4,21
4/22/2014,12536334382575.90,4992646596154.97,17528980978730.90,1,2014,3,2014,2,4,22
4/23/2014,12536674509680.10,4989274058085.39,17525948567765.50,1,2014,3,2014,2,4,23
4/24/2014,12446268766749.30,4991605493662.85,17437874260412.10,1,2014,3,2014,2,4,24
4/25/2014,12446429406164.50,4990014819965.70,17436444226130.20,1,2014,3,2014,2,4,25
4/28/2014,12446607591077.90,4994157021797.92,17440764612875.80,1,2014,3,2014,2,4,28
4/29/2014,12447336608807.30,4999984918743.83,17447321527551.10,1,2014,3,2014,2,4,29
4/30/2014,12503468335518.20,5004968792143.34,17508437127661.60,1,2014,3,2014,2,4,30
5/1/2014,12493671588747.70,4980642496665.47,17474314085413.20,1,2014,3,2014,2,5,1
5/2/2014,12494049363853.00,4974044576223.32,17468093940076.30,1,2014,3,2014,2,5,2
5/5/2014,12494736270149.70,4978432302424.36,17473168572574.10,1,2014,3,2014,2,5,5
5/6/2014,12496778978755.20,4987506732768.85,17484285711524.00,1,2014,3,2014,2,5,6
5/7/2014,12497316116027.10,4986784035829.11,17484100151856.20,1,2014,3,2014,2,5,7
5/8/2014,12478871032564.00,4993180664362.07,17472051696926.10,1,2014,3,2014,2,5,8
5/9/2014,12479136772881.20,4993141713102.04,17472278485983.20,1,2014,3,2014,2,5,9
5/12/2014,12479623437858.40,4992508245067.06,17472131682925.40,1,2014,3,2014,2,5,12
5/13/2014,12480095161042.90,4997859524947.35,17477954685990.20,1,2014,3,2014,2,5,13
5/14/2014,12480626987631.10,4985732034561.01,17466359022192.10,1,2014,3,2014,2,5,14
5/15/2014,12481115426945.10,4990457148335.60,17471572575280.70,1,2014,3,2014,2,5,15
5/16/2014,12481120959560.10,4992012203091.99,17473133162652.10,1,2014,3,2014,2,5,16
5/19/2014,12481564166369.20,4997635139111.47,17479199305480.70,1,2014,3,2014,2,5,19
5/20/2014,12482070060133.70,5002992149363.69,17485062209497.40,1,2014,3,2014,2,5,20
5/21/2014,12482981755948.40,4992340391394.07,17475322147342.40,1,2014,3,2014,2,5,21
5/22/2014,12493820061287.60,4994575113114.10,17488395174401.70,1,2014,3,2014,2,5,22
5/23/2014,12494509655617.90,4995943464291.00,17490453119908.90,1,2014,3,2014,2,5,23
5/27/2014,12495294120437.20,4999663444508.27,17494957564945.40,1,2014,3,2014,2,5,27
5/28/2014,12496198551835.10,4993849070742.47,17490047622577.60,1,2014,3,2014,2,5,28
5/29/2014,12511804104419.20,4991066275742.67,17502870380161.90,1,2014,3,2014,2,5,29
5/30/2014,12538030396095.80,4978928099011.90,17516958495107.70,1,2014,3,2014,2,5,30
6/2/2014,12558204694012.40,4966667847712.70,17524872541725.10,1,2014,3,2014,2,6,2
6/3/2014,12558454739271.10,4959142282973.75,17517597022244.80,1,2014,3,2014,2,6,3
6/4/2014,12558918057398.70,4959156478927.63,17518074536326.30,1,2014,3,2014,2,6,4
6/5/2014,12580619739883.00,4963962049326.80,17544581789209.80,1,2014,3,2014,2,6,5
6/6/2014,12580665495238.10,4963311358873.56,17543976854111.70,1,2014,3,2014,2,6,6
6/9/2014,12581002234015.50,4967897328311.69,17548899562327.20,1,2014,3,2014,2,6,9
6/10/2014,12581345124290.70,4973820680921.52,17555165805212.20,1,2014,3,2014,2,6,10
6/11/2014,12581455297898.50,4962985636014.44,17544440933912.90,1,2014,3,2014,2,6,11
6/12/2014,12568639781669.10,4967974456570.04,17536614238239.10,1,2014,3,2014,2,6,12
6/13/2014,12568408881565.90,4967714545287.21,17536123426853.10,1,2014,3,2014,2,6,13
6/16/2014,12595121997603.70,4973919607317.12,17569041604920.90,1,2014,3,2014,2,6,16
6/17/2014,12595455735505.40,4985658502077.70,17581114237583.10,1,2014,3,2014,2,6,17
6/18/2014,12595666893058.40,4976324882221.57,17571991775280.00,1,2014,3,2014,2,6,18
6/19/2014,12552652487132.50,4979835529135.86,17532488016268.40,1,2014,3,2014,2,6,19
6/20/2014,12552888712133.00,4977056760907.65,17529945473040.60,1,2014,3,2014,2,6,20
6/23/2014,12554501441886.00,4981230472175.53,17535731914061.50,1,2014,3,2014,2,6,23
6/24/2014,12555291676958.10,4990569378270.42,17545861055228.60,1,2014,3,2014,2,6,24
6/25/2014,12555847339447.50,4977302608245.55,17533149947693.10,1,2014,3,2014,2,6,25
6/26/2014,12532912111486.50,4979680618615.40,17512592730101.90,1,2014,3,2014,2,6,26
6/27/2014,12546014305752.10,4978446057498.17,17524460363250.30,1,2014,3,2014,2,6,27
6/30/2014,12572219622017.50,5060386612348.35,17632606234365.90,1,2014,3,2014,2,6,30
7/1/2014,12566397514327.00,5036274759045.64,17602672273372.60,1,2014,4,2014,3,7,1
7/2/2014,12568459041625.80,5041262799569.81,17609721841195.60,1,2014,4,2014,3,7,2
7/3/2014,12560651111122.40,5025944316454.83,17586595427577.20,1,2014,4,2014,3,7,3
7/7/2014,12560910957090.20,5027846598505.90,17588757555596.10,1,2014,4,2014,3,7,7
7/8/2014,12561433902358.00,5034993137496.47,17596427039854.50,1,2014,4,2014,3,7,8
7/9/2014,12561557288539.30,5025202608324.67,17586759896863.90,1,2014,4,2014,3,7,9
7/10/2014,12564441671065.10,5026656811363.25,17591098482428.30,1,2014,4,2014,3,7,10
7/11/2014,12564510160810.60,5024924460827.24,17589434621637.90,1,2014,4,2014,3,7,11
7/14/2014,12564707434624.80,5027273002576.91,17591980437201.70,1,2014,4,2014,3,7,14
7/15/2014,12569301682287.60,5034430100146.02,17603731782433.70,1,2014,4,2014,3,7,15
7/16/2014,12569579178719.20,5024711851706.50,17594291030425.70,1,2014,4,2014,3,7,16
7/17/2014,12570853016264.50,5029650621038.81,17600503637303.30,1,2014,4,2014,3,7,17
7/18/2014,12571043700275.60,5028512906166.22,17599556606441.80,1,2014,4,2014,3,7,18
7/21/2014,12571314784322.40,5031531224734.09,17602846009056.50,1,2014,4,2014,3,7,21
7/22/2014,12571705093140.20,5038547907079.41,17610253000219.60,1,2014,4,2014,3,7,22
7/23/2014,12571806919633.00,5027424242357.50,17599231161990.50,1,2014,4,2014,3,7,23
7/24/2014,12582284367906.00,5031617151022.98,17613901518929.00,1,2014,4,2014,3,7,24
7/25/2014,12582413030196.40,5029041777482.31,17611454807678.70,1,2014,4,2014,3,7,25
7/28/2014,12582287978603.60,5030747224414.46,17613035203018.10,1,2014,4,2014,3,7,28
7/29/2014,12586442061445.40,5035309138498.29,17621751199943.70,1,2014,4,2014,3,7,29
7/30/2014,12587231791560.30,5031367861599.86,17618599653160.10,1,2014,4,2014,3,7,30
7/31/2014,12651478122995.50,5035658600415.07,17687136723410.50,1,2014,4,2014,3,7,31
8/1/2014,12645592302975.90,4985616989870.32,17631209292846.20,1,2014,4,2014,3,8,1
8/4/2014,12645617405495.20,4995133751964.83,17640751157460.10,1,2014,4,2014,3,8,4
8/5/2014,12646234041580.40,5003416839906.57,17649650881486.90,1,2014,4,2014,3,8,5
8/6/2014,12646821080969.80,5005024852162.57,17651845933132.40,1,2014,4,2014,3,8,6
8/7/2014,12660853217138.80,5009632924919.13,17670486142057.90,1,2014,4,2014,3,8,7
8/8/2014,12660867919097.40,5011866570497.66,17672734489595.10,1,2014,4,2014,3,8,8
8/11/2014,12661220885573.20,5013873785102.38,17675094670675.60,1,2014,4,2014,3,8,11
8/12/2014,12661928875118.30,5018425368468.11,17680354243586.40,1,2014,4,2014,3,8,12
8/13/2014,12661969534046.90,5005532854118.63,17667502388165.50,1,2014,4,2014,3,8,13
8/14/2014,12664425792305.00,5007262108674.83,17671687900979.80,1,2014,4,2014,3,8,14
8/15/2014,12670883462104.40,5008099041175.74,17678982503280.20,1,2014,4,2014,3,8,15
8/18/2014,12671326178084.30,5011206154160.30,17682532332244.60,1,2014,4,2014,3,8,18
8/19/2014,12671871907143.40,5020404818284.40,17692276725427.80,1,2014,4,2014,3,8,19
8/20/2014,12672644197628.10,5017389398477.37,17690033596105.50,1,2014,4,2014,3,8,20
8/21/2014,12687384807160.60,5021937884142.45,17709322691303.00,1,2014,4,2014,3,8,21
8/22/2014,12687554969158.60,5022705604624.18,17710260573782.80,1,2014,4,2014,3,8,22
8/25/2014,12687863072484.80,5024962795880.71,17712825868365.50,1,2014,4,2014,3,8,25
8/26/2014,12688900197015.30,5030614998839.09,17719515195854.40,1,2014,4,2014,3,8,26
8/27/2014,12689140624547.20,5019202043493.91,17708342668041.10,1,2014,4,2014,3,8,27
8/28/2014,12703133483057.70,5018479823648.44,17721613306706.10,1,2014,4,2014,3,8,28
8/29/2014,12732611644765.40,5016560747762.62,17749172392528.10,1,2014,4,2014,3,8,29
9/2/2014,12747340082136.10,4994299065722.04,17741639147858.10,1,2014,4,2014,3,9,2
9/3/2014,12747829325995.20,4986834082955.69,17734663408950.90,1,2014,4,2014,3,9,3
9/4/2014,12766171958782.00,4988295610447.69,17754467569229.70,1,2014,4,2014,3,9,4
9/5/2014,12765991103228.30,4990864942591.11,17756856045819.40,1,2014,4,2014,3,9,5
9/8/2014,12765617805661.60,4992266242786.40,17757884048448.00,1,2014,4,2014,3,9,8
9/9/2014,12765617643203.40,4999102763385.61,17764720406589.00,1,2014,4,2014,3,9,9
9/10/2014,12765874158544.90,4987665290983.83,17753539449528.80,1,2014,4,2014,3,9,10
9/11/2014,12752132119638.00,4989976850435.28,17742108970073.30,1,2014,4,2014,3,9,11
9/12/2014,12752541754803.60,4988628889041.19,17741170643844.80,1,2014,4,2014,3,9,12
9/15/2014,12766111969567.40,4994627819195.20,17760739788762.60,1,2014,4,2014,3,9,15
9/16/2014,12767449364594.80,5003428859758.92,17770878224353.80,1,2014,4,2014,3,9,16
9/17/2014,12767522798389.80,4997219915398.95,17764742713788.70,1,2014,4,2014,3,9,17
9/18/2014,12749714689239.00,5000106024508.76,17749820713747.80,1,2014,4,2014,3,9,18
9/19/2014,12749569512765.30,4999434842122.45,17749004354887.80,1,2014,4,2014,3,9,19
9/22/2014,12749553456669.60,5002529131302.31,17752082587972.00,1,2014,4,2014,3,9,22
9/23/2014,12750185043176.10,5009601230986.98,17759786274163.10,1,2014,4,2014,3,9,23
9/24/2014,12750885927747.20,5001904755361.54,17752790683108.80,1,2014,4,2014,3,9,24
9/25/2014,12739573194620.50,5001995364242.19,17741568558862.70,1,2014,4,2014,3,9,25
9/26/2014,12752684282914.80,5034850812999.31,17787535095914.10,1,2014,4,2014,3,9,26
9/29/2014,12752783777181.50,5028704124118.66,17781487901300.10,1,2014,4,2014,3,9,29
9/30/2014,12784971238978.00,5039100141755.80,17824071380733.80,1,2014,4,2014,3,9,30
10/1/2014,12781306994916.90,5093951096290.15,17875258091207.00,1,2015,1,2014,4,10,1
10/2/2014,12771249250966.10,5101698442210.51,17872947693176.60,1,2015,1,2014,4,10,2
10/3/2014,12771061129690.70,5087449584028.60,17858510713719.30,1,2015,1,2014,4,10,3
10/6/2014,12770376115302.10,5092628882770.91,17863004998073.00,1,2015,1,2014,4,10,6
10/7/2014,12771826014536.20,5095873019629.45,17867699034165.60,1,2015,1,2014,4,10,7
10/8/2014,12772555086932.80,5087246955591.77,17859802042524.60,1,2015,1,2014,4,10,8
10/9/2014,12770195423986.80,5089388250010.62,17859583673997.50,1,2015,1,2014,4,10,9
10/10/2014,12770890995580.20,5087589033910.03,17858480029490.20,1,2015,1,2014,4,10,10
10/14/2014,12771134122165.20,5090082256424.62,17861216378589.80,1,2015,1,2014,4,10,14
10/15/2014,12798043750541.20,5088921102925.57,17886964853466.80,1,2015,1,2014,4,10,15
10/16/2014,12807513640600.20,5091802443953.15,17899316084553.30,1,2015,1,2014,4,10,16
10/17/2014,12808641566086.60,5094728728812.16,17903370294898.80,1,2015,1,2014,4,10,17
10/20/2014,12808334556859.90,5096635024021.69,17904969580881.60,1,2015,1,2014,4,10,20
10/21/2014,12808818639515.30,5100855224519.26,17909673864034.60,1,2015,1,2014,4,10,21
10/22/2014,12808536142324.40,5089867263485.48,17898403405809.90,1,2015,1,2014,4,10,22
10/23/2014,12807935469790.10,5091065695367.86,17899001165157.90,1,2015,1,2014,4,10,23
10/24/2014,12808195415913.40,5090495605441.69,17898691021355.10,1,2015,1,2014,4,10,24
10/27/2014,12808179514648.80,5091523540343.56,17899703054992.30,1,2015,1,2014,4,10,27
10/28/2014,12809230658369.40,5096875454655.46,17906106113024.80,1,2015,1,2014,4,10,28
10/29/2014,12809195683302.00,5095804026760.16,17904999710062.10,1,2015,1,2014,4,10,29
10/30/2014,12818483097860.60,5095942428857.43,17914425526718.00,1,2015,1,2014,4,10,30
10/31/2014,12857056287256.20,5080104107616.38,17937160394872.60,1,2015,1,2014,4,10,31
11/3/2014,12854733658688.00,5053727881262.81,17908461539950.80,1,2015,1,2014,4,11,3
11/4/2014,12854874925333.60,5067453325356.36,17922328250690.00,1,2015,1,2014,4,11,4
11/5/2014,12855176619441.70,5068314756912.24,17923491376354.00,1,2015,1,2014,4,11,5
11/6/2014,12865216206036.80,5072945427916.20,17938161633953.00,1,2015,1,2014,4,11,6
11/7/2014,12865689374394.90,5071927662298.15,17937617036693.00,1,2015,1,2014,4,11,7
11/10/2014,12865642582882.80,5076836390791.75,17942478973674.50,1,2015,1,2014,4,11,10
11/12/2014,12865785085508.30,5070854619867.12,17936639705375.40,1,2015,1,2014,4,11,12
11/13/2014,12872812914521.70,5068593660621.66,17941406575143.30,1,2015,1,2014,4,11,13
11/14/2014,12874018828402.30,5072209599014.42,17946228427416.70,1,2015,1,2014,4,11,14
11/17/2014,12879074922148.90,5076112435966.75,17955187358115.70,1,2015,1,2014,4,11,17
11/18/2014,12880369792235.60,5085483690728.00,17965853482963.60,1,2015,1,2014,4,11,18
11/19/2014,12881762540736.60,5074099219053.50,17955861759790.10,1,2015,1,2014,4,11,19
11/20/2014,12888587001199.80,5077803051705.69,17966390052905.50,1,2015,1,2014,4,11,20
11/21/2014,12889776540331.30,5076654326113.95,17966430866445.20,1,2015,1,2014,4,11,21
11/24/2014,12889755500344.10,5079585702518.56,17969341202862.60,1,2015,1,2014,4,11,24
11/25/2014,12890968195297.60,5082300179570.08,17973268374867.70,1,2015,1,2014,4,11,25
11/26/2014,12890693488815.20,5073060129141.97,17963753617957.20,1,2015,1,2014,4,11,26
11/28/2014,12922681725432.90,5082867603128.51,18005549328561.40,1,2015,1,2014,4,11,28
12/1/2014,12931900593260.80,5056239108715.41,17988139701976.20,1,2015,1,2014,4,12,1
12/2/2014,12932180810260.90,5062558367892.50,17994739178153.40,1,2015,1,2014,4,12,2
12/3/2014,12931967850617.00,5044928523462.92,17976896374080.00,1,2015,1,2014,4,12,3
12/4/2014,12945811624100.90,5047914557299.09,17993726181400.00,1,2015,1,2014,4,12,4
12/5/2014,12945465721432.80,5045602776674.50,17991068498107.30,1,2015,1,2014,4,12,5
12/8/2014,12944153538761.00,5049059519858.27,17993213058619.30,1,2015,1,2014,4,12,8
12/9/2014,12944579914190.90,5053332588524.75,17997912502715.70,1,2015,1,2014,4,12,9
12/10/2014,12944641434608.30,5040768080590.38,17985409515198.70,1,2015,1,2014,4,12,10
12/11/2014,12956053789930.40,5043142728861.22,17999196518791.70,1,2015,1,2014,4,12,11
12/12/2014,12955793782374.60,5042687204939.47,17998480987314.10,1,2015,1,2014,4,12,12
12/15/2014,12979180060690.70,5047307931451.85,18026487992142.50,1,2015,1,2014,4,12,15
12/16/2014,12979252700445.60,5054032652285.65,18033285352731.20,1,2015,1,2014,4,12,16
12/17/2014,12982114439368.50,5045860626972.42,18027975066340.90,1,2015,1,2014,4,12,17
12/18/2014,12988040717921.30,5040974027287.64,18029014745208.90,1,2015,1,2014,4,12,18
12/19/2014,12987968383205.20,5039988238148.06,18027956621353.20,1,2015,1,2014,4,12,19
12/22/2014,12988079946530.80,5042941594816.71,18031021541347.50,1,2015,1,2014,4,12,22
12/23/2014,12990289723362.70,5054205324449.11,18044495047811.80,1,2015,1,2014,4,12,23
12/24/2014,12990290113794.20,5041977639854.25,18032267753648.50,1,2015,1,2014,4,12,24
12/26/2014,12994194510569.30,5035918845506.75,18030113356076.00,1,2015,1,2014,4,12,26
12/29/2014,12994463454881.50,5044992625901.44,18039456080782.90,1,2015,1,2014,4,12,29
12/30/2014,12995323491166.60,5048538756222.38,18043862247389.00,1,2015,1,2014,4,12,30
12/31/2014,13023951380768.50,5117492754794.72,18141444135563.30,1,2015,1,2014,4,12,31
1/2/2015,13000209721920.00,5080402933324.23,18080612655244.20,1,2015,2,2015,1,1,2
1/5/2015,12999336609259.70,5091979772342.83,18091316381602.60,1,2015,2,2015,1,1,5
1/6/2015,12999569410502.00,5098245548608.05,18097814959110.10,1,2015,2,2015,1,1,6
1/7/2015,12999091201359.50,5099169359400.76,18098260560760.20,1,2015,2,2015,1,1,7
1/8/2015,12981962678994.60,5102855241830.91,18084817920825.50,1,2015,2,2015,1,1,8
1/9/2015,12981628166616.10,5104197907625.46,18085826074241.50,1,2015,2,2015,1,1,9
1/12/2015,12981011748689.40,5105935014396.30,18086946763085.70,1,2015,2,2015,1,1,12
1/13/2015,12980751749798.20,5111419040289.16,18092170790087.30,1,2015,2,2015,1,1,13
1/14/2015,12981666559709.40,5099812054036.54,18081478613745.90,1,2015,2,2015,1,1,14
1/15/2015,12971949359465.70,5107659036053.90,18079608395519.60,1,2015,2,2015,1,1,15
1/16/2015,12971502433051.30,5109292049174.10,18080794482225.40,1,2015,2,2015,1,1,16
1/20/2015,12970475453865.50,5115572590633.82,18086048044499.30,1,2015,2,2015,1,1,20
1/21/2015,12971143199110.00,5112320907744.18,18083464106854.20,1,2015,2,2015,1,1,21
1/22/2015,12970391793262.70,5117033651915.75,18087425445178.50,1,2015,2,2015,1,1,22
1/23/2015,12970193212137.50,5116142389917.56,18086335602055.10,1,2015,2,2015,1,1,23
1/26/2015,12970484928522.40,5117242424181.26,18087727352703.70,1,2015,2,2015,1,1,26
1/27/2015,12970533962395.60,5124586126475.28,18095120088870.90,1,2015,2,2015,1,1,27
1/28/2015,12970172927408.40,5112418150651.83,18082591078060.20,1,2015,2,2015,1,1,28
1/29/2015,12970704211784.50,5114359625997.31,18085063837781.80,1,2015,2,2015,1,1,29
1/30/2015,12984930426312.80,5097363731197.36,18082294157510.20,1,2015,2,2015,1,1,30
2/2/2015,13009390741738.70,5089651495515.15,18099042237253.80,1,2015,2,2015,1,2,2
2/3/2015,13009360166059.30,5089142063840.41,18098502229899.70,1,2015,2,2015,1,2,3
2/4/2015,13010253116961.70,5089727160462.60,18099980277424.30,1,2015,2,2015,1,2,4
2/5/2015,13030729516506.60,5095147180924.34,18125876697430.90,1,2015,2,2015,1,2,5
2/6/2015,13030502916525.50,5094460056204.32,18124962972729.90,1,2015,2,2015,1,2,6
2/9/2015,13030240698387.60,5098270644293.46,18128511342681.10,1,2015,2,2015,1,2,9
2/10/2015,13030084686437.00,5102284183501.93,18132368869938.90,1,2015,2,2015,1,2,10
2/11/2015,13030765585361.50,5090085492674.00,18120851078035.50,1,2015,2,2015,1,2,11
2/12/2015,13044634775705.20,5092271492374.30,18136906268079.50,1,2015,2,2015,1,2,12
2/13/2015,13044579279877.50,5092268467544.31,18136847747421.80,1,2015,2,2015,1,2,13
2/17/2015,13024634800903.00,5097808287731.13,18122443088634.20,1,2015,2,2015,1,2,17
2/18/2015,13025593746420.90,5097287809150.03,18122881555570.90,1,2015,2,2015,1,2,18
2/19/2015,13038548288145.00,5099910953762.50,18138459241907.50,1,2015,2,2015,1,2,19
2/20/2015,13038401615591.30,5102123587712.29,18140525203303.60,1,2015,2,2015,1,2,20
2/23/2015,13037661212728.80,5103747870483.54,18141409083212.30,1,2015,2,2015,1,2,23
2/24/2015,13038072925171.80,5110032081051.20,18148105006223.00,1,2015,2,2015,1,2,24
2/25/2015,13038635290490.70,5094721067653.73,18133356358144.40,1,2015,2,2015,1,2,25
2/26/2015,13052462540018.60,5097290276940.94,18149752816959.60,1,2015,2,2015,1,2,26
2/27/2015,13074036284486.10,5081817556297.57,18155853840783.60,1,2015,2,2015,1,2,27
3/2/2015,13082175825545.40,5071361991819.36,18153537817364.70,1,2015,2,2015,1,3,2
3/3/2015,13083156868369.20,5066797663395.83,18149954531765.00,1,2015,2,2015,1,3,3
3/4/2015,13083702031373.20,5065959927821.42,18149661959194.60,1,2015,2,2015,1,3,4
3/5/2015,13078024754064.10,5069231729790.48,18147256483854.60,1,2015,2,2015,1,3,5
3/6/2015,13077605694201.60,5069392075087.61,18146997769289.20,1,2015,2,2015,1,3,6
3/9/2015,13076997087491.90,5073080721258.43,18150077808750.30,1,2015,2,2015,1,3,9
3/10/2015,13077001810715.20,5078724990341.20,18155726801056.40,1,2015,2,2015,1,3,10
3/11/2015,13077260915498.60,5071708018913.50,18148968934412.10,1,2015,2,2015,1,3,11
3/12/2015,13084088914698.20,5069727389878.00,18153816304576.20,1,2015,2,2015,1,3,12
3/13/2015,13083879612334.70,5068577726773.27,18152457339107.90,1,2015,2,2015,1,3,13
3/16/2015,13105395080630.20,5047033040038.30,18152428120668.50,1,2015,2,2015,1,3,16
3/17/2015,13094763118421.10,5057655259910.33,18152418378331.40,1,2015,2,2015,1,3,17
3/18/2015,13094247521169.80,5058161113885.71,18152408635055.50,1,2015,2,2015,1,3,18
3/19/2015,13091716944130.50,5060705119914.89,18152422064045.40,1,2015,2,2015,1,3,19
3/20/2015,13092726568180.10,5059685624134.77,18152412192314.90,1,2015,2,2015,1,3,20
3/23/2015,13090617194678.70,5061765374906.53,18152382569585.30,1,2015,2,2015,1,3,23
3/24/2015,13084628174408.90,5067744518492.10,18152372692901.00,1,2015,2,2015,1,3,24
3/25/2015,13098220411972.30,5054142403005.10,18152362814977.40,1,2015,2,2015,1,3,25
3/26/2015,13097651409122.00,5054716102235.58,18152367511357.60,1,2015,2,2015,1,3,26
3/27/2015,13100142539623.10,5052215064666.22,18152357604289.30,1,2015,2,2015,1,3,27
3/30/2015,13099230739114.50,5053097136270.37,18152327875384.90,1,2015,2,2015,1,3,30
3/31/2015,13090399293659.40,5061656903829.81,18152056197489.20,1,2015,2,2015,1,3,31
4/1/2015,13104928983917.80,5047117300462.93,18152046284380.70,1,2015,3,2015,2,4,1
4/2/2015,13096591645300.60,5055530495131.52,18152122140432.20,1,2015,3,2015,2,4,2
4/3/2015,13113626313940.40,5038485705754.62,18152112019695.10,1,2015,3,2015,2,4,3
4/6/2015,13108197438919.90,5043884210130.23,18152081649050.20,1,2015,3,2015,2,4,6
4/7/2015,13102684021908.50,5049387501466.25,18152071523374.80,1,2015,3,2015,2,4,7
4/8/2015,13111934743188.60,5040126653268.36,18152061396456.90,1,2015,3,2015,2,4,8
4/9/2015,13101773120249.00,5050291237958.53,18152064358207.50,1,2015,3,2015,2,4,9
4/10/2015,13102873615336.90,5049180587617.61,18152054202954.50,1,2015,3,2015,2,4,10
4/13/2015,13099675824474.30,5052347905192.18,18152023729666.50,1,2015,3,2015,2,4,13
4/14/2015,13092019642745.20,5059993926694.23,18152013569439.50,1,2015,3,2015,2,4,14
4/15/2015,13086497608550.00,5065505857731.40,18152003466281.40,1,2015,3,2015,2,4,15
4/16/2015,13077338458482.10,5074669372251.89,18152007830734.00,1,2015,3,2015,2,4,16
4/17/2015,13074275612443.50,5077722066952.55,18151997679396.00,1,2015,3,2015,2,4,17
4/20/2015,13067157477459.80,5084809740428.03,18151967217887.80,1,2015,3,2015,2,4,20
4/21/2015,13059556805772.70,5092400255812.79,18151957061585.50,1,2015,3,2015,2,4,21
4/22/2015,13066632697202.30,5085314206839.36,18151946904041.60,1,2015,3,2015,2,4,22
4/23/2015,13059323003493.50,5092626528344.22,18151949531837.70,1,2015,3,2015,2,4,23
4/24/2015,13058105909555.30,5093833453601.86,18151939363157.10,1,2015,3,2015,2,4,24
4/27/2015,13054114931939.40,5097793917747.71,18151908849687.10,1,2015,3,2015,2,4,27
4/28/2015,13048552679943.30,5103345996125.93,18151898676069.20,1,2015,3,2015,2,4,28
4/29/2015,13051327764093.90,5100560737113.86,18151888501207.80,1,2015,3,2015,2,4,29
4/30/2015,13053681247951.10,5098878878836.55,18152560126787.70,1,2015,3,2015,2,4,30
5/1/2015,13089046291055.10,5063503599215.85,18152549890270.90,1,2015,3,2015,2,5,1
5/4/2015,13074525883750.20,5077993289348.31,18152519173098.50,1,2015,3,2015,2,5,4
5/5/2015,13065201071307.30,5087307860298.07,18152508931605.40,1,2015,3,2015,2,5,5
5/6/2015,13062170168419.70,5090328520447.72,18152498688867.40,1,2015,3,2015,2,5,6
5/7/2015,13057150061992.90,5095347786554.78,18152497848547.70,1,2015,3,2015,2,5,7
5/8/2015,13053822296429.10,5098665323477.82,18152487619906.90,1,2015,3,2015,2,5,8
5/11/2015,13050345826235.30,5102111100420.80,18152456926656.10,1,2015,3,2015,2,5,11
